permutation,multiplicity,bfs_wil_db,opt_wil_db
"[0, 1, 2, 3, 4, 5, 6, 7]",32,4.379058059966265,4.379058059966265
"[0, 1, 2, 3, 4, 5, 7, 6]",32,4.276098966279692,4.276098966279692
"[0, 1, 2, 3, 4, 6, 5, 7]",16,4.379058059966265,4.379058059966265
"[0, 1, 2, 3, 4, 6, 7, 5]",16,4.276098966279692,4.276098966279692
"[0, 1, 2, 3, 4, 7, 5, 6]",16,4.4103910030117435,4.4103910030117435
"[0, 1, 2, 3, 4, 7, 6, 5]",16,4.4103910030117435,4.4103910030117435
"[0, 1, 2, 3, 5, 4, 6, 7]",32,4.379058059966265,4.379058059966265
"[0, 1, 2, 3, 5, 4, 7, 6]",32,4.276098966279692,4.276098966279692
"[0, 1, 2, 3, 5, 6, 4, 7]",16,4.379058059966265,4.379058059966265
"[0, 1, 2, 3, 5, 6, 7, 4]",16,4.276098966279692,4.276098966279692
"[0, 1, 2, 3, 5, 7, 4, 6]",16,4.4103910030117435,4.4103910030117435
"[0, 1, 2, 3, 5, 7, 6, 4]",16,4.4103910030117435,4.4103910030117435
"[0, 1, 2, 3, 6, 4, 5, 7]",16,4.379058059966265,4.379058059966265
"[0, 1, 2, 3, 6, 4, 7, 5]",16,4.276098966279692,4.276098966279692
"[0, 1, 2, 3, 6, 5, 4, 7]",16,4.379058059966265,4.379058059966265
"[0, 1, 2, 3, 6, 5, 7, 4]",16,4.276098966279692,4.276098966279692
"[0, 1, 2, 3, 6, 7, 4, 5]",32,4.4103910030117435,4.4103910030117435
"[0, 1, 2, 3, 6, 7, 5, 4]",32,4.4103910030117435,4.4103910030117435
"[0, 1, 2, 3, 7, 4, 5, 6]",16,4.307431909325173,4.307431909325173
"[0, 1, 2, 3, 7, 4, 6, 5]",16,4.307431909325173,4.307431909325173
"[0, 1, 2, 3, 7, 5, 4, 6]",16,4.307431909325173,4.307431909325173
"[0, 1, 2, 3, 7, 5, 6, 4]",16,4.307431909325173,4.307431909325173
"[0, 1, 2, 3, 7, 6, 4, 5]",32,4.307431909325173,4.307431909325173
"[0, 1, 2, 3, 7, 6, 5, 4]",32,4.307431909325173,4.307431909325173
"[0, 1, 2, 4, 3, 5, 6, 7]",8,4.379058059966265,4.379058059966265
"[0, 1, 2, 4, 3, 5, 7, 6]",8,4.276098966279692,4.276098966279692
"[0, 1, 2, 4, 3, 6, 5, 7]",4,4.379058059966265,4.379058059966265
"[0, 1, 2, 4, 3, 6, 7, 5]",4,4.276098966279692,4.276098966279692
"[0, 1, 2, 4, 3, 7, 5, 6]",4,4.4103910030117435,4.4103910030117435
"[0, 1, 2, 4, 3, 7, 6, 5]",4,4.4103910030117435,4.4103910030117435
"[0, 1, 2, 4, 5, 3, 6, 7]",8,4.379058059966265,4.379058059966265
"[0, 1, 2, 4, 5, 3, 7, 6]",8,4.276098966279692,4.276098966279692
"[0, 1, 2, 4, 5, 6, 3, 7]",4,4.379058059966265,4.379058059966265
"[0, 1, 2, 4, 5, 6, 7, 3]",4,4.346734937611342,4.346734937611342
"[0, 1, 2, 4, 5, 7, 3, 6]",4,4.4103910030117435,4.4103910030117435
"[0, 1, 2, 4, 5, 7, 6, 3]",4,4.4103910030117435,4.4103910030117435
"[0, 1, 2, 4, 6, 3, 5, 7]",4,4.379058059966265,4.379058059966265
"[0, 1, 2, 4, 6, 3, 7, 5]",4,4.276098966279692,4.276098966279692
"[0, 1, 2, 4, 6, 5, 3, 7]",4,4.379058059966265,4.379058059966265
"[0, 1, 2, 4, 6, 5, 7, 3]",4,4.346734937611342,4.346734937611342
"[0, 1, 2, 4, 6, 7, 3, 5]",8,4.4103910030117435,4.4103910030117435
"[0, 1, 2, 4, 6, 7, 5, 3]",8,4.4103910030117435,4.4103910030117435
"[0, 1, 2, 4, 7, 3, 5, 6]",4,4.307431909325173,4.307431909325173
"[0, 1, 2, 4, 7, 3, 6, 5]",4,4.307431909325173,4.307431909325173
"[0, 1, 2, 4, 7, 5, 3, 6]",4,4.307431909325173,4.307431909325173
"[0, 1, 2, 4, 7, 5, 6, 3]",4,4.349237198448587,4.349237198448587
"[0, 1, 2, 4, 7, 6, 3, 5]",8,4.307431909325173,4.307431909325173
"[0, 1, 2, 4, 7, 6, 5, 3]",8,4.349237198448587,4.346734937611342
"[0, 1, 2, 5, 3, 4, 6, 7]",8,4.379058059966265,4.379058059966265
"[0, 1, 2, 5, 3, 4, 7, 6]",8,4.276098966279692,4.276098966279692
"[0, 1, 2, 5, 3, 6, 4, 7]",4,4.379058059966265,4.379058059966265
"[0, 1, 2, 5, 3, 6, 7, 4]",4,4.276098966279692,4.276098966279692
"[0, 1, 2, 5, 3, 7, 4, 6]",4,4.4103910030117435,4.4103910030117435
"[0, 1, 2, 5, 3, 7, 6, 4]",4,4.4103910030117435,4.4103910030117435
"[0, 1, 2, 5, 4, 3, 6, 7]",8,4.379058059966265,4.379058059966265
"[0, 1, 2, 5, 4, 3, 7, 6]",8,4.276098966279692,4.276098966279692
"[0, 1, 2, 5, 4, 6, 3, 7]",4,4.379058059966265,4.379058059966265
"[0, 1, 2, 5, 4, 6, 7, 3]",4,4.346734937611342,4.346734937611342
"[0, 1, 2, 5, 4, 7, 3, 6]",4,4.4103910030117435,4.4103910030117435
"[0, 1, 2, 5, 4, 7, 6, 3]",4,4.4103910030117435,4.4103910030117435
"[0, 1, 2, 5, 6, 3, 4, 7]",4,4.379058059966265,4.379058059966265
"[0, 1, 2, 5, 6, 3, 7, 4]",4,4.276098966279692,4.276098966279692
"[0, 1, 2, 5, 6, 4, 3, 7]",4,4.379058059966265,4.379058059966265
"[0, 1, 2, 5, 6, 4, 7, 3]",4,4.346734937611342,4.346734937611342
"[0, 1, 2, 5, 6, 7, 3, 4]",8,4.4103910030117435,4.4103910030117435
"[0, 1, 2, 5, 6, 7, 4, 3]",8,4.4103910030117435,4.4103910030117435
"[0, 1, 2, 5, 7, 3, 4, 6]",4,4.307431909325173,4.307431909325173
"[0, 1, 2, 5, 7, 3, 6, 4]",4,4.307431909325173,4.307431909325173
"[0, 1, 2, 5, 7, 4, 3, 6]",4,4.307431909325173,4.307431909325173
"[0, 1, 2, 5, 7, 4, 6, 3]",4,4.349237198448587,4.349237198448587
"[0, 1, 2, 5, 7, 6, 3, 4]",8,4.307431909325173,4.307431909325173
"[0, 1, 2, 5, 7, 6, 4, 3]",8,4.349237198448587,4.346734937611342
"[0, 1, 2, 6, 3, 4, 5, 7]",4,4.379058059966265,4.379058059966265
"[0, 1, 2, 6, 3, 4, 7, 5]",4,4.276098966279692,4.276098966279692
"[0, 1, 2, 6, 3, 5, 4, 7]",4,4.379058059966265,4.379058059966265
"[0, 1, 2, 6, 3, 5, 7, 4]",4,4.276098966279692,4.276098966279692
"[0, 1, 2, 6, 3, 7, 4, 5]",8,4.4103910030117435,4.4103910030117435
"[0, 1, 2, 6, 3, 7, 5, 4]",8,4.4103910030117435,4.4103910030117435
"[0, 1, 2, 6, 4, 3, 5, 7]",4,4.457401994565862,4.457401994565862
"[0, 1, 2, 6, 4, 3, 7, 5]",4,4.457401994565862,4.457401994565862
"[0, 1, 2, 6, 4, 5, 3, 7]",8,4.4336122186710565,4.4336122186710565
"[0, 1, 2, 6, 4, 5, 7, 3]",8,4.682069051520382,4.682069051520382
"[0, 1, 2, 6, 4, 7, 3, 5]",4,4.4336122186710565,4.4336122186710565
"[0, 1, 2, 6, 4, 7, 5, 3]",4,4.682069051520382,4.682069051520382
"[0, 1, 2, 6, 5, 3, 4, 7]",4,4.457401994565862,4.457401994565862
"[0, 1, 2, 6, 5, 3, 7, 4]",4,4.457401994565862,4.457401994565862
"[0, 1, 2, 6, 5, 4, 3, 7]",8,4.4336122186710565,4.4336122186710565
"[0, 1, 2, 6, 5, 4, 7, 3]",8,4.682069051520382,4.682069051520382
"[0, 1, 2, 6, 5, 7, 3, 4]",4,4.4336122186710565,4.4336122186710565
"[0, 1, 2, 6, 5, 7, 4, 3]",4,4.682069051520382,4.682069051520382
"[0, 1, 2, 6, 7, 3, 4, 5]",8,4.457401994565862,4.457401994565862
"[0, 1, 2, 6, 7, 3, 5, 4]",8,4.457401994565862,4.457401994565862
"[0, 1, 2, 6, 7, 4, 3, 5]",4,4.4336122186710565,4.4336122186710565
"[0, 1, 2, 6, 7, 4, 5, 3]",4,4.682069051520382,4.682069051520382
"[0, 1, 2, 6, 7, 5, 3, 4]",4,4.4336122186710565,4.4336122186710565
"[0, 1, 2, 6, 7, 5, 4, 3]",4,4.682069051520382,4.682069051520382
"[0, 1, 2, 7, 3, 4, 5, 6]",4,4.566945161716535,4.566945161716535
"[0, 1, 2, 7, 3, 4, 6, 5]",4,4.566945161716535,4.566945161716535
"[0, 1, 2, 7, 3, 5, 4, 6]",4,4.566945161716535,4.566945161716535
"[0, 1, 2, 7, 3, 5, 6, 4]",4,4.566945161716535,4.566945161716535
"[0, 1, 2, 7, 3, 6, 4, 5]",8,4.566945161716535,4.566945161716535
"[0, 1, 2, 7, 3, 6, 5, 4]",8,4.566945161716535,4.566945161716535
"[0, 1, 2, 7, 4, 3, 5, 6]",4,4.669904255403107,4.669904255403107
"[0, 1, 2, 7, 4, 3, 6, 5]",4,4.669904255403107,4.669904255403107
"[0, 1, 2, 7, 4, 5, 3, 6]",8,4.535612218671056,4.535612218671056
"[0, 1, 2, 7, 4, 5, 6, 3]",8,4.638571312357628,4.638571312357628
"[0, 1, 2, 7, 4, 6, 3, 5]",4,4.535612218671056,4.535612218671056
"[0, 1, 2, 7, 4, 6, 5, 3]",4,4.638571312357628,4.638571312357628
"[0, 1, 2, 7, 5, 3, 4, 6]",4,4.669904255403107,4.669904255403107
"[0, 1, 2, 7, 5, 3, 6, 4]",4,4.669904255403107,4.669904255403107
"[0, 1, 2, 7, 5, 4, 3, 6]",8,4.535612218671056,4.535612218671056
"[0, 1, 2, 7, 5, 4, 6, 3]",8,4.638571312357628,4.638571312357628
"[0, 1, 2, 7, 5, 6, 3, 4]",4,4.535612218671056,4.535612218671056
"[0, 1, 2, 7, 5, 6, 4, 3]",4,4.638571312357628,4.638571312357628
"[0, 1, 2, 7, 6, 3, 4, 5]",8,4.669904255403107,4.669904255403107
"[0, 1, 2, 7, 6, 3, 5, 4]",8,4.669904255403107,4.669904255403107
"[0, 1, 2, 7, 6, 4, 3, 5]",4,4.535612218671056,4.535612218671056
"[0, 1, 2, 7, 6, 4, 5, 3]",4,4.638571312357628,4.638571312357628
"[0, 1, 2, 7, 6, 5, 3, 4]",4,4.535612218671056,4.535612218671056
"[0, 1, 2, 7, 6, 5, 4, 3]",4,4.638571312357628,4.638571312357628
"[0, 1, 3, 2, 4, 5, 6, 7]",32,4.379058059966265,4.379058059966265
"[0, 1, 3, 2, 4, 5, 7, 6]",32,4.276098966279692,4.276098966279692
"[0, 1, 3, 2, 4, 6, 5, 7]",16,4.379058059966265,4.379058059966265
"[0, 1, 3, 2, 4, 6, 7, 5]",16,4.276098966279692,4.276098966279692
"[0, 1, 3, 2, 4, 7, 5, 6]",16,4.4103910030117435,4.4103910030117435
"[0, 1, 3, 2, 4, 7, 6, 5]",16,4.4103910030117435,4.4103910030117435
"[0, 1, 3, 2, 5, 4, 6, 7]",32,4.379058059966265,4.379058059966265
"[0, 1, 3, 2, 5, 4, 7, 6]",32,4.276098966279692,4.276098966279692
"[0, 1, 3, 2, 5, 6, 4, 7]",16,4.379058059966265,4.379058059966265
"[0, 1, 3, 2, 5, 6, 7, 4]",16,4.276098966279692,4.276098966279692
"[0, 1, 3, 2, 5, 7, 4, 6]",16,4.4103910030117435,4.4103910030117435
"[0, 1, 3, 2, 5, 7, 6, 4]",16,4.4103910030117435,4.4103910030117435
"[0, 1, 3, 2, 6, 4, 5, 7]",16,4.379058059966265,4.379058059966265
"[0, 1, 3, 2, 6, 4, 7, 5]",16,4.276098966279692,4.276098966279692
"[0, 1, 3, 2, 6, 5, 4, 7]",16,4.379058059966265,4.379058059966265
"[0, 1, 3, 2, 6, 5, 7, 4]",16,4.276098966279692,4.276098966279692
"[0, 1, 3, 2, 6, 7, 4, 5]",32,4.4103910030117435,4.4103910030117435
"[0, 1, 3, 2, 6, 7, 5, 4]",32,4.4103910030117435,4.4103910030117435
"[0, 1, 3, 2, 7, 4, 5, 6]",16,4.307431909325173,4.307431909325173
"[0, 1, 3, 2, 7, 4, 6, 5]",16,4.307431909325173,4.307431909325173
"[0, 1, 3, 2, 7, 5, 4, 6]",16,4.307431909325173,4.307431909325173
"[0, 1, 3, 2, 7, 5, 6, 4]",16,4.307431909325173,4.307431909325173
"[0, 1, 3, 2, 7, 6, 4, 5]",32,4.307431909325173,4.307431909325173
"[0, 1, 3, 2, 7, 6, 5, 4]",32,4.307431909325173,4.307431909325173
"[0, 1, 3, 4, 2, 5, 6, 7]",8,4.379058059966265,4.379058059966265
"[0, 1, 3, 4, 2, 5, 7, 6]",8,4.276098966279692,4.276098966279692
"[0, 1, 3, 4, 2, 6, 5, 7]",4,4.379058059966265,4.379058059966265
"[0, 1, 3, 4, 2, 6, 7, 5]",4,4.276098966279692,4.276098966279692
"[0, 1, 3, 4, 2, 7, 5, 6]",4,4.4103910030117435,4.4103910030117435
"[0, 1, 3, 4, 2, 7, 6, 5]",4,4.4103910030117435,4.4103910030117435
"[0, 1, 3, 4, 5, 2, 6, 7]",8,4.379058059966265,4.379058059966265
"[0, 1, 3, 4, 5, 2, 7, 6]",8,4.276098966279692,4.276098966279692
"[0, 1, 3, 4, 5, 6, 2, 7]",4,4.379058059966265,4.379058059966265
"[0, 1, 3, 4, 5, 6, 7, 2]",4,4.276098966279692,4.276098966279692
"[0, 1, 3, 4, 5, 7, 2, 6]",4,4.4103910030117435,4.4103910030117435
"[0, 1, 3, 4, 5, 7, 6, 2]",4,4.4103910030117435,4.4103910030117435
"[0, 1, 3, 4, 6, 2, 5, 7]",4,4.379058059966265,4.379058059966265
"[0, 1, 3, 4, 6, 2, 7, 5]",4,4.276098966279692,4.276098966279692
"[0, 1, 3, 4, 6, 5, 2, 7]",4,4.379058059966265,4.379058059966265
"[0, 1, 3, 4, 6, 5, 7, 2]",4,4.276098966279692,4.276098966279692
"[0, 1, 3, 4, 6, 7, 2, 5]",8,4.4103910030117435,4.4103910030117435
"[0, 1, 3, 4, 6, 7, 5, 2]",8,4.4103910030117435,4.4103910030117435
"[0, 1, 3, 4, 7, 2, 5, 6]",4,4.307431909325173,4.307431909325173
"[0, 1, 3, 4, 7, 2, 6, 5]",4,4.307431909325173,4.307431909325173
"[0, 1, 3, 4, 7, 5, 2, 6]",4,4.307431909325173,4.307431909325173
"[0, 1, 3, 4, 7, 5, 6, 2]",4,4.307431909325173,4.307431909325173
"[0, 1, 3, 4, 7, 6, 2, 5]",8,4.307431909325173,4.307431909325173
"[0, 1, 3, 4, 7, 6, 5, 2]",8,4.307431909325173,4.307431909325173
"[0, 1, 3, 5, 2, 4, 6, 7]",8,4.379058059966265,4.379058059966265
"[0, 1, 3, 5, 2, 4, 7, 6]",8,4.276098966279692,4.276098966279692
"[0, 1, 3, 5, 2, 6, 4, 7]",4,4.379058059966265,4.379058059966265
"[0, 1, 3, 5, 2, 6, 7, 4]",4,4.276098966279692,4.276098966279692
"[0, 1, 3, 5, 2, 7, 4, 6]",4,4.4103910030117435,4.4103910030117435
"[0, 1, 3, 5, 2, 7, 6, 4]",4,4.4103910030117435,4.4103910030117435
"[0, 1, 3, 5, 4, 2, 6, 7]",8,4.379058059966265,4.379058059966265
"[0, 1, 3, 5, 4, 2, 7, 6]",8,4.276098966279692,4.276098966279692
"[0, 1, 3, 5, 4, 6, 2, 7]",4,4.379058059966265,4.379058059966265
"[0, 1, 3, 5, 4, 6, 7, 2]",4,4.276098966279692,4.276098966279692
"[0, 1, 3, 5, 4, 7, 2, 6]",4,4.4103910030117435,4.4103910030117435
"[0, 1, 3, 5, 4, 7, 6, 2]",4,4.4103910030117435,4.4103910030117435
"[0, 1, 3, 5, 6, 2, 4, 7]",4,4.379058059966265,4.379058059966265
"[0, 1, 3, 5, 6, 2, 7, 4]",4,4.276098966279692,4.276098966279692
"[0, 1, 3, 5, 6, 4, 2, 7]",4,4.379058059966265,4.379058059966265
"[0, 1, 3, 5, 6, 4, 7, 2]",4,4.276098966279692,4.276098966279692
"[0, 1, 3, 5, 6, 7, 2, 4]",8,4.4103910030117435,4.4103910030117435
"[0, 1, 3, 5, 6, 7, 4, 2]",8,4.4103910030117435,4.4103910030117435
"[0, 1, 3, 5, 7, 2, 4, 6]",4,4.307431909325173,4.307431909325173
"[0, 1, 3, 5, 7, 2, 6, 4]",4,4.307431909325173,4.307431909325173
"[0, 1, 3, 5, 7, 4, 2, 6]",4,4.307431909325173,4.307431909325173
"[0, 1, 3, 5, 7, 4, 6, 2]",4,4.307431909325173,4.307431909325173
"[0, 1, 3, 5, 7, 6, 2, 4]",8,4.307431909325173,4.307431909325173
"[0, 1, 3, 5, 7, 6, 4, 2]",8,4.307431909325173,4.307431909325173
"[0, 1, 3, 6, 2, 4, 5, 7]",4,4.379058059966265,4.379058059966265
"[0, 1, 3, 6, 2, 4, 7, 5]",4,4.276098966279692,4.276098966279692
"[0, 1, 3, 6, 2, 5, 4, 7]",4,4.379058059966265,4.379058059966265
"[0, 1, 3, 6, 2, 5, 7, 4]",4,4.276098966279692,4.276098966279692
"[0, 1, 3, 6, 2, 7, 4, 5]",8,4.4103910030117435,4.4103910030117435
"[0, 1, 3, 6, 2, 7, 5, 4]",8,4.4103910030117435,4.4103910030117435
"[0, 1, 3, 6, 4, 2, 5, 7]",4,4.379058059966265,4.379058059966265
"[0, 1, 3, 6, 4, 2, 7, 5]",4,4.276098966279692,4.276098966279692
"[0, 1, 3, 6, 4, 5, 2, 7]",8,4.379058059966265,4.379058059966265
"[0, 1, 3, 6, 4, 5, 7, 2]",8,4.449320181939005,4.449320181939005
"[0, 1, 3, 6, 4, 7, 2, 5]",4,4.4103910030117435,4.4103910030117435
"[0, 1, 3, 6, 4, 7, 5, 2]",4,4.449320181939005,4.449320181939005
"[0, 1, 3, 6, 5, 2, 4, 7]",4,4.379058059966265,4.379058059966265
"[0, 1, 3, 6, 5, 2, 7, 4]",4,4.276098966279692,4.276098966279692
"[0, 1, 3, 6, 5, 4, 2, 7]",8,4.379058059966265,4.379058059966265
"[0, 1, 3, 6, 5, 4, 7, 2]",8,4.449320181939005,4.449320181939005
"[0, 1, 3, 6, 5, 7, 2, 4]",4,4.4103910030117435,4.4103910030117435
"[0, 1, 3, 6, 5, 7, 4, 2]",4,4.449320181939005,4.449320181939005
"[0, 1, 3, 6, 7, 2, 4, 5]",8,4.307431909325173,4.307431909325173
"[0, 1, 3, 6, 7, 2, 5, 4]",8,4.307431909325173,4.307431909325173
"[0, 1, 3, 6, 7, 4, 2, 5]",4,4.307431909325173,4.307431909325173
"[0, 1, 3, 6, 7, 4, 5, 2]",4,4.449320181939005,4.449320181939005
"[0, 1, 3, 6, 7, 5, 2, 4]",4,4.307431909325173,4.307431909325173
"[0, 1, 3, 6, 7, 5, 4, 2]",4,4.449320181939005,4.449320181939005
"[0, 1, 3, 7, 2, 4, 5, 6]",4,4.479694031297913,4.479694031297913
"[0, 1, 3, 7, 2, 4, 6, 5]",4,4.479694031297913,4.479694031297913
"[0, 1, 3, 7, 2, 5, 4, 6]",4,4.479694031297913,4.479694031297913
"[0, 1, 3, 7, 2, 5, 6, 4]",4,4.479694031297913,4.479694031297913
"[0, 1, 3, 7, 2, 6, 4, 5]",8,4.479694031297913,4.479694031297913
"[0, 1, 3, 7, 2, 6, 5, 4]",8,4.479694031297913,4.479694031297913
"[0, 1, 3, 7, 4, 2, 5, 6]",4,4.582653124984484,4.582653124984484
"[0, 1, 3, 7, 4, 2, 6, 5]",4,4.582653124984484,4.582653124984484
"[0, 1, 3, 7, 4, 5, 2, 6]",8,4.448361088252434,4.448361088252434
"[0, 1, 3, 7, 4, 5, 6, 2]",8,4.551320181939005,4.551320181939005
"[0, 1, 3, 7, 4, 6, 2, 5]",4,4.448361088252434,4.448361088252434
"[0, 1, 3, 7, 4, 6, 5, 2]",4,4.551320181939005,4.551320181939005
"[0, 1, 3, 7, 5, 2, 4, 6]",4,4.582653124984484,4.582653124984484
"[0, 1, 3, 7, 5, 2, 6, 4]",4,4.582653124984484,4.582653124984484
"[0, 1, 3, 7, 5, 4, 2, 6]",8,4.448361088252434,4.448361088252434
"[0, 1, 3, 7, 5, 4, 6, 2]",8,4.551320181939005,4.551320181939005
"[0, 1, 3, 7, 5, 6, 2, 4]",4,4.448361088252434,4.448361088252434
"[0, 1, 3, 7, 5, 6, 4, 2]",4,4.551320181939005,4.551320181939005
"[0, 1, 3, 7, 6, 2, 4, 5]",8,4.582653124984484,4.582653124984484
"[0, 1, 3, 7, 6, 2, 5, 4]",8,4.582653124984484,4.582653124984484
"[0, 1, 3, 7, 6, 4, 2, 5]",4,4.448361088252434,4.448361088252434
"[0, 1, 3, 7, 6, 4, 5, 2]",4,4.551320181939005,4.551320181939005
"[0, 1, 3, 7, 6, 5, 2, 4]",4,4.448361088252434,4.448361088252434
"[0, 1, 3, 7, 6, 5, 4, 2]",4,4.551320181939005,4.551320181939005
"[0, 1, 4, 2, 3, 5, 6, 7]",8,4.379058059966265,4.379058059966265
"[0, 1, 4, 2, 3, 5, 7, 6]",8,4.276098966279692,4.276098966279692
"[0, 1, 4, 2, 3, 6, 5, 7]",4,4.379058059966265,4.379058059966265
"[0, 1, 4, 2, 3, 6, 7, 5]",4,4.276098966279692,4.276098966279692
"[0, 1, 4, 2, 3, 7, 5, 6]",4,4.4103910030117435,4.4103910030117435
"[0, 1, 4, 2, 3, 7, 6, 5]",4,4.4103910030117435,4.4103910030117435
"[0, 1, 4, 2, 5, 3, 6, 7]",8,4.379058059966265,4.379058059966265
"[0, 1, 4, 2, 5, 3, 7, 6]",8,4.276098966279692,4.276098966279692
"[0, 1, 4, 2, 5, 6, 3, 7]",4,4.379058059966265,4.379058059966265
"[0, 1, 4, 2, 5, 6, 7, 3]",4,4.346734937611342,4.346734937611342
"[0, 1, 4, 2, 5, 7, 3, 6]",4,4.4103910030117435,4.4103910030117435
"[0, 1, 4, 2, 5, 7, 6, 3]",4,4.4103910030117435,4.4103910030117435
"[0, 1, 4, 2, 6, 3, 5, 7]",4,4.379058059966265,4.379058059966265
"[0, 1, 4, 2, 6, 3, 7, 5]",4,4.276098966279692,4.276098966279692
"[0, 1, 4, 2, 6, 5, 3, 7]",4,4.379058059966265,4.379058059966265
"[0, 1, 4, 2, 6, 5, 7, 3]",4,4.346734937611342,4.346734937611342
"[0, 1, 4, 2, 6, 7, 3, 5]",8,4.4103910030117435,4.4103910030117435
"[0, 1, 4, 2, 6, 7, 5, 3]",8,4.4103910030117435,4.4103910030117435
"[0, 1, 4, 2, 7, 3, 5, 6]",4,4.307431909325173,4.307431909325173
"[0, 1, 4, 2, 7, 3, 6, 5]",4,4.307431909325173,4.307431909325173
"[0, 1, 4, 2, 7, 5, 3, 6]",4,4.307431909325173,4.307431909325173
"[0, 1, 4, 2, 7, 5, 6, 3]",4,4.349237198448587,4.349237198448587
"[0, 1, 4, 2, 7, 6, 3, 5]",8,4.307431909325173,4.307431909325173
"[0, 1, 4, 2, 7, 6, 5, 3]",8,4.346734937611342,4.346734937611342
"[0, 1, 4, 3, 2, 5, 6, 7]",8,4.379058059966265,4.379058059966265
"[0, 1, 4, 3, 2, 5, 7, 6]",8,4.276098966279692,4.276098966279692
"[0, 1, 4, 3, 2, 6, 5, 7]",4,4.379058059966265,4.379058059966265
"[0, 1, 4, 3, 2, 6, 7, 5]",4,4.276098966279692,4.276098966279692
"[0, 1, 4, 3, 2, 7, 5, 6]",4,4.4103910030117435,4.4103910030117435
"[0, 1, 4, 3, 2, 7, 6, 5]",4,4.4103910030117435,4.4103910030117435
"[0, 1, 4, 3, 5, 2, 6, 7]",8,4.379058059966265,4.379058059966265
"[0, 1, 4, 3, 5, 2, 7, 6]",8,4.276098966279692,4.276098966279692
"[0, 1, 4, 3, 5, 6, 2, 7]",4,4.379058059966265,4.379058059966265
"[0, 1, 4, 3, 5, 6, 7, 2]",4,4.276098966279692,4.276098966279692
"[0, 1, 4, 3, 5, 7, 2, 6]",4,4.4103910030117435,4.4103910030117435
"[0, 1, 4, 3, 5, 7, 6, 2]",4,4.4103910030117435,4.4103910030117435
"[0, 1, 4, 3, 6, 2, 5, 7]",4,4.379058059966265,4.379058059966265
"[0, 1, 4, 3, 6, 2, 7, 5]",4,4.276098966279692,4.276098966279692
"[0, 1, 4, 3, 6, 5, 2, 7]",4,4.379058059966265,4.379058059966265
"[0, 1, 4, 3, 6, 5, 7, 2]",4,4.276098966279692,4.276098966279692
"[0, 1, 4, 3, 6, 7, 2, 5]",8,4.4103910030117435,4.4103910030117435
"[0, 1, 4, 3, 6, 7, 5, 2]",8,4.4103910030117435,4.4103910030117435
"[0, 1, 4, 3, 7, 2, 5, 6]",4,4.307431909325173,4.307431909325173
"[0, 1, 4, 3, 7, 2, 6, 5]",4,4.307431909325173,4.307431909325173
"[0, 1, 4, 3, 7, 5, 2, 6]",4,4.307431909325173,4.307431909325173
"[0, 1, 4, 3, 7, 5, 6, 2]",4,4.307431909325173,4.307431909325173
"[0, 1, 4, 3, 7, 6, 2, 5]",8,4.307431909325173,4.307431909325173
"[0, 1, 4, 3, 7, 6, 5, 2]",8,4.307431909325173,4.307431909325173
"[0, 1, 4, 5, 2, 3, 6, 7]",8,4.379058059966265,4.379058059966265
"[0, 1, 4, 5, 2, 3, 7, 6]",8,4.276098966279692,4.276098966279692
"[0, 1, 4, 5, 2, 6, 3, 7]",4,4.379058059966265,4.379058059966265
"[0, 1, 4, 5, 2, 6, 7, 3]",4,4.346734937611342,4.346734937611342
"[0, 1, 4, 5, 2, 7, 3, 6]",4,4.4103910030117435,4.4103910030117435
"[0, 1, 4, 5, 2, 7, 6, 3]",4,4.4103910030117435,4.4103910030117435
"[0, 1, 4, 5, 3, 2, 6, 7]",8,4.379058059966265,4.379058059966265
"[0, 1, 4, 5, 3, 2, 7, 6]",8,4.276098966279692,4.276098966279692
"[0, 1, 4, 5, 3, 6, 2, 7]",4,4.379058059966265,4.379058059966265
"[0, 1, 4, 5, 3, 6, 7, 2]",4,4.276098966279692,4.276098966279692
"[0, 1, 4, 5, 3, 7, 2, 6]",4,4.4103910030117435,4.4103910030117435
"[0, 1, 4, 5, 3, 7, 6, 2]",4,4.4103910030117435,4.4103910030117435
"[0, 1, 4, 5, 6, 2, 3, 7]",4,4.379058059966265,4.379058059966265
"[0, 1, 4, 5, 6, 2, 7, 3]",4,4.346734937611342,4.346734937611342
"[0, 1, 4, 5, 6, 3, 2, 7]",4,4.379058059966265,4.379058059966265
"[0, 1, 4, 5, 6, 3, 7, 2]",4,4.276098966279692,4.276098966279692
"[0, 1, 4, 5, 6, 7, 2, 3]",8,4.4103910030117435,4.4103910030117435
"[0, 1, 4, 5, 6, 7, 3, 2]",8,4.4103910030117435,4.4103910030117435
"[0, 1, 4, 5, 7, 2, 3, 6]",4,4.307431909325173,4.307431909325173
"[0, 1, 4, 5, 7, 2, 6, 3]",4,4.349237198448587,4.349237198448587
"[0, 1, 4, 5, 7, 3, 2, 6]",4,4.307431909325173,4.307431909325173
"[0, 1, 4, 5, 7, 3, 6, 2]",4,4.307431909325173,4.307431909325173
"[0, 1, 4, 5, 7, 6, 2, 3]",8,4.349237198448587,4.346734937611342
"[0, 1, 4, 5, 7, 6, 3, 2]",8,4.307431909325173,4.307431909325173
"[0, 1, 4, 6, 2, 3, 5, 7]",4,4.379058059966265,4.379058059966265
"[0, 1, 4, 6, 2, 3, 7, 5]",4,4.276098966279692,4.276098966279692
